,0,1
1901,neg,I have a horribe migraine!!!!!  I'm supposed to help with a 6 year olds birthday party today too!!!!  Meds better start kicking in!!!!!  
1902,pos,@deacit yvw baby 
1903,pos,"@AllisonGRH And when you said &quot;I'm in ok&quot; (w/ small-case ok, not OK) that's what I thought you were responding to.  My bad!"
1904,neg,@IAmKahlaFierce it ridiculous how people bring up someone who has passed to compare to Bey 
1905,pos,Stattits was easyyy.... 
1906,neg,"Feeling like doing something with my day. (since i did absolutely NOTHING!)  ! Thinking of heading to the gym,that's always fun."
1907,neg,@janellemariee miss you girl. 
1908,pos,Playing with @Chellybaby's dad Wii baseball!    http://twitpic.com/6vposm6
1909,pos,@sunkissedlori You didn't know that already? 
1910,neg,"Really wanna go some where, but with this stupid cast on my foot, Mama isn't gonna let me go any where! "
1911,neg,is workin tonight and ive still got the damn flue. How do i get rid of it? 
1912,neg,"@VampiressVesta after him, I was away from computer, but it did not come to my phone, neither did Mr. Facinelli  "
1913,neg,"wants to meet taylor lautner so eagerly. i'll be on thin air, you betcha'. "
1914,neg,@winsomewords damn thats so weird  hope it gests fixed soon!
1915,neg,"has been sick in bed all day, this sucks that school is out and I'm sick "
1916,pos,@HettyposChrist ((((( BIG HUG ))))) and a snowball for you. 
1917,neg,"i couldnt get ANY sleep last night! i read a stupid scary chain letter! normally, i dont believe in 'em .. but that was was really scary! "
1918,pos,Hehehe  i would ;D mother effin isaac overr here
1919,neg,Night night  my toee really hurtss
1920,pos,Monday morning... bleugh... at least the sun is shinning 
1921,neg,"Still feeling cruddy, so I opted not to go to Lebowski Fest. Bummer. "
1922,pos,Still awake wondering if I can find any good apps for my iPhone...need to fall alseep!! Feel like @savannahgracem being up this late 
1923,neg,i miss muh baby guh  im ready to see herrrr
1924,pos,"In Spain! loving it, loving it loviiiiing it "
1925,pos,@WilliamHolmesJr hm...I think that the 'found' part was false alarm. 
1926,neg,Just had to rip up one of my Buffalo Wild Wings shirts for cleaning..I miss that place 
1927,pos,Up so early for graduation 
1928,neg,fireworks in about pos5ish... so wish i had someone to share em with 
1929,pos,@AshleyRose319 1998 called. they want their belly rings back 
1930,pos,@rideinmyporscha LoL silly.... 
1931,neg,"Sigh, just not feeling like myself  I hate that!!!!"
1932,pos,@TriBoomer are we still worthy of your tweets? 
1933,pos,@urbanskudnik funny you are?! You're hanging too much with @gandalfar 
1934,pos,"Good or bad news 1st? OK, bad - I've worked 1negneg hours in 7 days  UGH! Good - I'm going back to school  More paper, more options LOL"
1935,pos,@memphisjill you spoke too soon. 
1936,neg,Oh good God crampsss... 
1937,neg,im probably more apprehensive about nm since seeing the trailer. I really want it to be good. the wolf cg looks cheesier than i hoped 
1938,pos,also @haveitsweet your caramels are like crack....  just thought you should know. 
1939,pos,@arianneross twee tweet...lol 
1940,neg,"@tygmiller singapore... Well, I have some but dun feel like asking them... Heehee.. @jeszlee I wish you are here... "
1941,pos,"@GoldyMom hellooo! thx for the follow  it's Friday! I'm off from work! AAAND it's payday!! sooo, i'm great! lol"
1942,pos,@teeco71 Will and Grace. . .I think they're gay! 
1943,neg,i look like a freaking tomato  goin to graduation..
1944,neg,Is missing twitter 
1945,pos,SIMS THREE. 
1946,neg,sucks at guitar hero 
1947,neg,@stormgrass I was confused too!  Thought I had given you wrong advice.  Yes you are v. central there and nice area (rich) near all museums
1948,neg,"Shakespeare said that, &quot;parting is such sweet sorrow.  I found it to be quite the opposite "
1949,neg,Going home... back tonight 
1950,pos,dear maria count me in  http://twitpic.com/6aflm
1951,neg,not a mac fan suddenly! 
1952,neg,woke up from a nap ... I feel so far away from where I want to be .... and I can't talk to food about it cuz I already had Culver's 
1953,pos,"@OurFloridaVilla why not add your villa &amp; those great photos to http://summeraway.com ? we're offering 12 months free listings, thanks "
1954,pos,I'm sitting here in my big jumper with my trackies mmm comfortable!!! 
1955,neg,I havent slept a wink... Severe Insomnia... Arghhhh... Why!!! 
1956,neg,miss my cous.... kiara 
1957,neg,"Is distraught that instead of going to the 12am premier of X-men as planned, she went to the 6:3neg one and missed Hugh Jackman "
1958,pos,@CillaCilla Yeah I realized that after I wrote it 
1959,neg,"what did i ever do to you, jarvis pizza? HUH! ow   -9.15.neg8 &lt;3"
1960,neg,last day negf real work!....Cleaning negut my classroom......I'm gonna miss my desk &amp; chalk board &amp; the kids 
1961,neg,"I love Dewey from Malcolm in the Middle, he played Fuzzy in Cider House Rules; he died  "
1962,pos,Blir aldri lei Eric Theodore Cartman.  &quot;You will respect my authority!&quot; http://bit.ly/EdE5x
1963,neg,@benexia Ah bummer  Lots of competition at the moment. You'll get there. Where was it at?
1964,neg,"@londonbridgez I'm confused, what's goin on? I feel like u've been sick poseva. We need 2 send u a weather survival kit! I'm sad.. Get well "
1965,neg,"i srsly gotta go to the chairopractor. my back is bad, but the rest of body is even worse. i sound like a rice crispy when i get outa bed "
1966,neg,@Escape2TheStars i know how it feels and i know it sucks.  i'm sorry.  *huggles*
1967,neg,@countstex I just wish I'd left the console on standby now that I've queued them from PC so they'd be downloaded by time I'm home. Doh! 
1968,pos,@KimKardashian i'm SOOO excitedd 
1969,neg,"Tummmyyy huuurrrttts  I want the weekend now,,"
1970,pos,@shayneTward i'll join you for a pint Shayne 
1971,pos,@Animadi You're welcome and thank you. 
1972,neg,"Another rainy day in Lititz, PA.    On the up side my house is spotless, I've baked dozens of cookies w/the kids &amp; I've finished 2 books."
1973,neg,@dovwaterman I'm not a BAFTA member so clearly not  So off to the local cinema for me then!
1974,pos,@zealandsmom Thx for that! 
1975,neg,On my way to school... Thinking I may have done something wrong...   - http://bkite.com/neg8yRb
1976,pos,"@toyhorses Exellent, I'll be over about 1:3neg ish for pool antics and shots of absinthe "
1977,pos,watching im a celebrity.....get me out of here.  pretty crazy
1978,pos,@davynathan of course we r!! BHs r nothing if not loyal!! Good knight! 
1979,pos,@MrPeterAndre no problem Pete hope you are ok 
1980,pos,@successfool You know it PIC!  I believe in you big time!
1981,pos,Hanging out at home 
1982,neg,Debating taking the dogs down to bed &amp; giving up on the SportSync for the night 
1983,pos,@Andreaheartscgh @Catherine_andy Remember to youtube Zodiac show crawl thru fire  so hot man
1984,neg,"Caps  Well, there's always next year."
1985,pos,@khallwalker experience shows that sending the kids/partner to get some is the more successful alternative 
1986,pos,bye bye twitter world 
1987,neg,@ScruffyPanther oh no !  blocking them didn't work?
1988,neg,Not feelin great at alll this morning 
1989,pos,just got done editing pix from yesterday's #gbtu. Will post them tomorrow night and send out a link! 
1990,neg,All these good/new shows on tonight....and I'm watching Wow Wow Wubbzy.  and if I leave the room he'll follow...LOL! Thank goodness pos DVR!
1991,pos,@tinhet Hey you      It surprisingly didn't hurt that much..as for your foot...I don't know
1992,pos,@childrensjewell @Bazzaa  Thank you  I will post the winning recipe on my website soon 
1993,pos,Just smashed this Tommy's for my 2PM breakfast 
1994,pos,@ionacosmetics spent yesterday outside myself--got a bit of a sunburn  gonna go back to bed soon 
1995,neg,"@PrimalMan You're so lucky! I used to have access to wild yabbies (shrimp?), but never fish or game (roos were protected). Now nuffin' "
1996,neg,STILL @ panera...studying for &quot;mock&quot; board exams tomorrow!! So tired. 
1997,neg,Insomnia is out of control tonight--haven't slept a wink. 
1998,pos,@Covergirlneg8 I take pride in what I do 
1999,pos,heading to work on the 6 
2000,pos,@queith asi es! 
